   -1 inaro.wallpaper call            surfaceflinger
    2 122.070         197.90515       binder_thread_write
    3 91.553          197.90518       binder_transaction
    4 0.000           197.90518       binder_set_nice
    4 0.000           197.90518       binder_update_page_range
    4 0.000           197.90521       binder_insert_free_buffer
    4 0.000           197.90521       binder_pop_transaction
    2 0.000           197.90527       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 244.140         197.83007       binder_ioctl
    1 61.035          197.83013       binder_get_thread
    1 183.105         197.83013       binder_thread_write
    2 30.517          197.83013       binder_transaction_buffer_release
    2 30.518          197.83016       binder_free_buf
    3 0.000           197.83016       binder_update_page_range
    3 0.000           197.83016       binder_delete_free_buffer
    3 0.000           197.83020       binder_insert_free_buffer
    2 122.070         197.83020       binder_transaction
    3 0.000           197.83023       binder_update_page_range
    3 0.000           197.83023       binder_insert_free_buffer
    3 30.518          197.83026       binder_inc_node
    1 0.000           197.83032       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 274.658         197.83047       binder_ioctl
    1 0.000           197.83062       binder_get_thread
    1 122.070         197.83062       binder_thread_write
    2 91.553          197.83062       binder_transaction
    3 30.517          197.83062       binder_set_nice
    3 0.000           197.83065       binder_update_page_range
    3 30.518          197.83065       binder_insert_free_buffer
    3 0.000           197.83071       binder_pop_transaction
    1 0.000           197.83074       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 54534.91        197.84771       binder_ioctl
    1 0.000           197.84771       binder_get_thread
    1 152.588         197.84774       binder_thread_write
    2 152.588         197.84774       binder_transaction
    3 30.518          197.84774       binder_update_page_range
    3 0.000           197.84777       binder_insert_free_buffer
    3 0.000           197.84777       binder_inc_node
    1 54443.35        197.84793       binder_thread_read
    2 30.517          197.84796       binder_set_nice


   -1 surfaceflinger  reply           inaro.wallpaper
    0 152.588         197.84805       binder_ioctl
    1 0.000           197.84808       binder_get_thread
    1 91.552          197.84808       binder_thread_write
    2 91.552          197.84808       binder_transaction
    3 0.000           197.84811       binder_set_nice
    3 0.000           197.84811       binder_update_page_range
    3 30.518          197.84811       binder_insert_free_buffer
    3 0.000           197.84817       binder_pop_transaction
    1 0.000           197.84820       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 2716.064        197.85528       binder_ioctl
    1 2532.959        197.85528       binder_get_thread
    1 183.105         197.85781       binder_thread_write
    2 0.000           197.85781       binder_transaction_buffer_release
    2 61.035          197.85781       binder_free_buf
    3 0.000           197.85784       binder_update_page_range
    3 0.000           197.85784       binder_delete_free_buffer
    3 0.000           197.85784       binder_insert_free_buffer
    2 61.035          197.85787       binder_transaction
    3 30.518          197.85787       binder_update_page_range
    3 0.000           197.85791       binder_insert_free_buffer
    3 0.000           197.85791       binder_inc_node
    1 0.000           197.85800       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 152.587         197.85821       binder_ioctl
    1 30.517          197.85821       binder_get_thread
    1 122.070         197.85824       binder_thread_write
    2 122.070         197.85824       binder_transaction
    3 30.518          197.85824       binder_set_nice
    3 0.000           197.85827       binder_update_page_range
    3 0.000           197.85827       binder_insert_free_buffer
    3 0.000           197.85833       binder_pop_transaction
    1 0.000           197.85836       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 152.588         197.87643       binder_ioctl
    1 0.000           197.87643       binder_get_thread
    1 91.553          197.87646       binder_thread_write
    2 91.553          197.87646       binder_transaction
    3 0.000           197.87646       binder_update_page_range
    3 0.000           197.87649       binder_insert_free_buffer
    3 0.000           197.87649       binder_inc_node
    1 30.518          197.87655       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 213.623         197.87667       binder_ioctl
    1 0.000           197.87677       binder_get_thread
    1 91.553          197.87677       binder_thread_write
    2 91.553          197.87677       binder_transaction
    3 30.518          197.87677       binder_set_nice
    3 0.000           197.87680       binder_update_page_range
    3 0.000           197.87680       binder_insert_free_buffer
    3 30.518          197.87686       binder_pop_transaction
    1 0.000           197.87689       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 457.764         197.88739       binder_ioctl
    1 0.000           197.88766       binder_get_thread
    1 183.106         197.88766       binder_thread_write
    2 30.518          197.88769       binder_transaction_buffer_release
    2 30.518          197.88769       binder_free_buf
    3 0.000           197.88769       binder_update_page_range
    3 30.518          197.88769       binder_delete_free_buffer
    3 0.000           197.88772       binder_insert_free_buffer
    2 61.035          197.88772       binder_transaction
    3 0.000           197.88775       binder_update_page_range
    3 0.000           197.88775       binder_insert_free_buffer
    3 0.000           197.88778       binder_inc_node
    1 0.000           197.88784       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 183.106         197.88812       binder_ioctl
    1 0.000           197.88815       binder_get_thread
    1 122.070         197.88815       binder_thread_write
    2 122.070         197.88818       binder_transaction
    3 0.000           197.88818       binder_set_nice
    3 0.000           197.88818       binder_update_page_range
    3 0.000           197.88821       binder_insert_free_buffer
    3 0.000           197.88824       binder_pop_transaction
    1 0.000           197.88827       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 56823.73        197.88830       binder_ioctl
    1 0.000           197.88830       binder_get_thread
    1 122.070         197.88830       binder_thread_write
    2 61.035          197.88836       binder_transaction_buffer_release
    3 0.000           197.88836       binder_dec_node
    2 30.517          197.88836       binder_free_buf
    3 30.517          197.88836       binder_update_page_range
    3 0.000           197.88839       binder_delete_free_buffer
    3 0.000           197.88839       binder_insert_free_buffer
    1 823.975         197.88842       binder_thread_read
    2 0.000           197.88842       binder_set_nice
    1 91.553          197.88882       binder_ioctl
    2 0.000           197.88885       binder_get_thread
    2 61.035          197.88885       binder_thread_write
    3 0.000           197.88885       binder_transaction_buffer_release
    3 30.517          197.88888       binder_free_buf
    4 0.000           197.88888       binder_update_page_range
    4 0.000           197.88888       binder_delete_free_buffer
    4 0.000           197.88891       binder_insert_free_buffer
    1 274.659         197.90466       binder_ioctl
    2 0.000           197.90481       binder_get_thread
    2 122.071         197.90481       binder_thread_write
    3 122.071         197.90481       binder_transaction
    4 0.000           197.90484       binder_update_page_range
    4 0.000           197.90484       binder_insert_free_buffer
    4 0.000           197.90487       binder_inc_node
    2 0.000           197.90493       binder_thread_read
    1 56732.17        197.90496       binder_ioctl
    2 0.000           197.90496       binder_get_thread
    2 335.694         197.90496       binder_thread_read
    2 0.000           197.90502       binder_set_nice


   -1 inaro.wallpaper call            surfaceflinger
    0 274.659         197.90466       binder_ioctl
    1 0.000           197.90481       binder_get_thread
    1 122.071         197.90481       binder_thread_write
    2 122.071         197.90481       binder_transaction
    3 0.000           197.90484       binder_update_page_range
    3 0.000           197.90484       binder_insert_free_buffer
    3 0.000           197.90487       binder_inc_node
    1 0.000           197.90493       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 152.588         197.90515       binder_ioctl
    1 0.000           197.90515       binder_get_thread
    1 122.070         197.90515       binder_thread_write
    2 91.553          197.90518       binder_transaction
    3 0.000           197.90518       binder_set_nice
    3 0.000           197.90518       binder_update_page_range
    3 0.000           197.90521       binder_insert_free_buffer
    3 0.000           197.90521       binder_pop_transaction
    1 0.000           197.90527       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 305.176         197.90533       binder_ioctl
    1 0.000           197.90533       binder_get_thread
    1 61.035          197.90533       binder_thread_write
    2 30.518          197.90536       binder_transaction_buffer_release
    3 30.518          197.90536       binder_dec_node
    2 30.517          197.90536       binder_free_buf
    3 0.000           197.90536       binder_update_page_range
    3 30.517          197.90539       binder_delete_free_buffer
    3 0.000           197.90539       binder_insert_free_buffer
    1 54656.98        197.90542       binder_thread_read
    2 0.000           197.90542       binder_set_nice
    2 57403.56        197.91546       binder_ioctl
    3 0.000           197.91552       binder_get_thread
    3 244.141         197.91552       binder_thread_write
    4 30.518          197.91552       binder_transaction_buffer_release
    4 30.517          197.91555       binder_free_buf
    5 0.000           197.91555       binder_update_page_range
    5 0.000           197.91555       binder_delete_free_buffer
    5 0.000           197.91558       binder_insert_free_buffer
    4 122.071         197.91558       binder_transaction
    5 0.000           197.91561       binder_update_page_range
    5 0.000           197.91561       binder_insert_free_buffer
    5 0.000           197.91564       binder_inc_node
    3 57281.49        197.91577       binder_thread_read
    4 0.000           197.91580       binder_set_nice
    2 122.071         197.91595       binder_ioctl
    3 0.000           197.91595       binder_get_thread
    3 122.071         197.91595       binder_thread_write
    4 61.035          197.91598       binder_transaction
    5 0.000           197.91598       binder_set_nice
    5 0.000           197.91598       binder_update_page_range
    5 0.000           197.91601       binder_insert_free_buffer
    5 0.000           197.91604       binder_pop_transaction
    3 0.000           197.91607       binder_thread_read
    2 793.457         197.91607       binder_ioctl
    3 0.000           197.91613       binder_get_thread
    3 61.035          197.91613       binder_thread_write
    4 30.517          197.91613       binder_transaction_buffer_release
    5 30.517          197.91613       binder_dec_node
    4 30.518          197.91616       binder_free_buf
    5 0.000           197.91616       binder_update_page_range
    5 30.518          197.91619       binder_delete_free_buffer
    5 0.000           197.91619       binder_insert_free_buffer
    3 488.281         197.91619       binder_thread_read
    4 0.000           197.91622       binder_set_nice
    2 91.553          197.91641       binder_ioctl
    3 30.518          197.91641       binder_get_thread
    3 61.035          197.91644       binder_thread_write
    4 0.000           197.91644       binder_transaction_buffer_release
    4 61.035          197.91644       binder_free_buf
    5 0.000           197.91647       binder_update_page_range
    5 0.000           197.91647       binder_delete_free_buffer
    5 0.000           197.91647       binder_insert_free_buffer
    2 54779.05        197.93136       binder_ioctl
    3 0.000           197.93148       binder_get_thread
    3 152.588         197.93148       binder_thread_write
    4 152.588         197.93151       binder_transaction
    5 0.000           197.93151       binder_update_page_range
    5 30.518          197.93151       binder_insert_free_buffer
    5 0.000           197.93154       binder_inc_node
    3 54687.50        197.93164       binder_thread_read
    4 0.000           197.93167       binder_set_nice
    2 122.071         197.93179       binder_ioctl
    3 0.000           197.93179       binder_get_thread
    3 122.071         197.93179       binder_thread_write
    4 61.035          197.93182       binder_transaction
    5 0.000           197.93182       binder_set_nice
    5 0.000           197.93182       binder_update_page_range
    5 0.000           197.93185       binder_insert_free_buffer
    5 0.000           197.93188       binder_pop_transaction
    3 0.000           197.93191       binder_thread_read
    2 732.422         197.93191       binder_ioctl
    3 0.000           197.93197       binder_get_thread
    3 61.035          197.93197       binder_thread_write
    4 30.517          197.93197       binder_transaction_buffer_release
    5 0.000           197.93197       binder_dec_node
    4 30.518          197.93200       binder_free_buf
    5 0.000           197.93200       binder_update_page_range
    5 30.518          197.93200       binder_delete_free_buffer
    5 0.000           197.93203       binder_insert_free_buffer
    3 457.763         197.93203       binder_thread_read
    4 0.000           197.93206       binder_set_nice
    2 53070.06        197.94104       binder_ioctl
    3 61.035          197.94104       binder_get_thread
    3 213.623         197.94110       binder_thread_write
    4 0.000           197.94110       binder_transaction_buffer_release
    4 30.518          197.94113       binder_free_buf
    5 0.000           197.94113       binder_update_page_range
    5 0.000           197.94113       binder_delete_free_buffer
    5 0.000           197.94116       binder_insert_free_buffer
    4 152.588         197.94116       binder_transaction
    5 0.000           197.94119       binder_update_page_range
    5 0.000           197.94119       binder_insert_free_buffer
    5 30.518          197.94119       binder_inc_node
    3 52947.99        197.94131       binder_thread_read
    4 30.518          197.94134       binder_set_nice
    2 152.588         197.94152       binder_ioctl
    3 0.000           197.94152       binder_get_thread
    3 61.035          197.94152       binder_thread_write
    4 61.035          197.94155       binder_transaction
    5 0.000           197.94155       binder_set_nice
    5 0.000           197.94155       binder_update_page_range
    5 0.000           197.94158       binder_insert_free_buffer
    5 0.000           197.94158       binder_pop_transaction
    3 0.000           197.94165       binder_thread_read
    2 1678.466        197.94165       binder_ioctl
    3 61.035          197.94165       binder_get_thread
    3 61.035          197.94171       binder_thread_write
    4 0.000           197.94171       binder_transaction_buffer_release
    5 0.000           197.94171       binder_dec_node
    4 30.517          197.94174       binder_free_buf
    5 0.000           197.94174       binder_update_page_range
    5 0.000           197.94174       binder_delete_free_buffer
    5 0.000           197.94177       binder_insert_free_buffer
    3 1403.808        197.94177       binder_thread_read
    4 30.518          197.94177       binder_set_nice
    2 91.553          197.94287       binder_ioctl
    3 0.000           197.94287       binder_get_thread
    3 61.035          197.94290       binder_thread_write
    4 0.000           197.94290       binder_transaction_buffer_release
    4 61.035          197.94290       binder_free_buf
    5 0.000           197.94293       binder_update_page_range
    5 0.000           197.94293       binder_delete_free_buffer
    5 0.000           197.94293       binder_insert_free_buffer
    2 54138.18        197.95922       binder_ioctl
    3 0.000           197.95922       binder_get_thread
    3 91.552          197.95925       binder_thread_write
    4 91.552          197.95925       binder_transaction
    5 0.000           197.95925       binder_update_page_range
    5 0.000           197.95928       binder_insert_free_buffer
    5 0.000           197.95928       binder_inc_node
    3 54046.63        197.95941       binder_thread_read
    4 30.517          197.95944       binder_set_nice
    2 244.141         197.95944       binder_ioctl
    3 122.070         197.95944       binder_get_thread
    3 91.553          197.95956       binder_thread_write
    4 91.553          197.95956       binder_transaction
    5 0.000           197.95956       binder_set_nice
    5 0.000           197.95959       binder_update_page_range
    5 0.000           197.95959       binder_insert_free_buffer
    5 61.035          197.95959       binder_pop_transaction
    3 30.518          197.95965       binder_thread_read
    2 610.352         197.95968       binder_ioctl
    3 0.000           197.95968       binder_get_thread
    3 91.553          197.95968       binder_thread_write
    4 61.035          197.95974       binder_transaction_buffer_release
    5 0.000           197.95974       binder_dec_node
    4 30.518          197.95974       binder_free_buf
    5 0.000           197.95974       binder_update_page_range
    5 0.000           197.95977       binder_delete_free_buffer
    5 0.000           197.95977       binder_insert_free_buffer
    3 488.282         197.95980       binder_thread_read
    4 0.000           197.95980       binder_set_nice
    2 244.140         197.96954       binder_ioctl
    3 0.000           197.96954       binder_get_thread
    3 152.588         197.96960       binder_thread_write
    4 0.000           197.96960       binder_transaction_buffer_release
    4 61.035          197.96960       binder_free_buf
    5 30.517          197.96963       binder_update_page_range
    5 0.000           197.96963       binder_delete_free_buffer
    5 0.000           197.96963       binder_insert_free_buffer
    4 91.553          197.96966       binder_transaction
    5 0.000           197.96966       binder_update_page_range
    5 0.000           197.96969       binder_insert_free_buffer
    5 0.000           197.96969       binder_inc_node
    3 30.517          197.96975       binder_thread_read
    2 53619.38        197.96981       binder_ioctl
    3 0.000           197.96981       binder_set_nice
    2 53771.97        197.96984       binder_get_thread
    2                 197.96984       binder_thread_read
    2 152.588         197.96997       binder_ioctl
    3 0.000           197.96997       binder_get_thread
    3 122.071         197.97000       binder_thread_write
    4 122.071         197.97000       binder_transaction
    5 0.000           197.97000       binder_set_nice
    5 0.000           197.97003       binder_update_page_range
    5 0.000           197.97003       binder_insert_free_buffer
    5 30.518          197.97009       binder_pop_transaction
    3 0.000           197.97012       binder_thread_read
    2 549.317         197.97018       binder_ioctl
    3 0.000           197.97018       binder_get_thread
    3 91.552          197.97018       binder_thread_write
    4 30.517          197.97018       binder_transaction_buffer_release
    5 0.000           197.97021       binder_dec_node
    4 61.035          197.97021       binder_free_buf
    5 0.000           197.97021       binder_update_page_range
    5 0.000           197.97024       binder_delete_free_buffer
    5 0.000           197.97024       binder_insert_free_buffer
    3 457.764         197.97027       binder_thread_read
    4 0.000           197.97027       binder_set_nice
    2 91.553          197.97048       binder_ioctl
    3 0.000           197.97048       binder_get_thread
    3 61.036          197.97048       binder_thread_write
    4 30.518          197.97048       binder_transaction_buffer_release
    4 30.518          197.97052       binder_free_buf
    5 0.000           197.97052       binder_update_page_range
    5 30.518          197.97052       binder_delete_free_buffer
    5 0.000           197.97055       binder_insert_free_buffer
    2 244.140         197.98635       binder_ioctl
    3 0.000           197.98635       binder_get_thread
    3 122.070         197.98635       binder_thread_write
    4 122.070         197.98638       binder_transaction
    5 0.000           197.98638       binder_update_page_range
    5 30.517          197.98638       binder_insert_free_buffer
    5 0.000           197.98641       binder_inc_node
    3 0.000           197.98648       binder_thread_read
    2 54534.91        197.98651       binder_ioctl
    3 0.000           197.98651       binder_get_thread
    3 305.176         197.98651       binder_thread_read
    3 30.517          197.98657       binder_set_nice
    1 152.588         197.98666       binder_ioctl
    2 0.000           197.98666       binder_get_thread
    2 91.553          197.98669       binder_thread_write
    3 91.553          197.98669       binder_transaction
    4 0.000           197.98669       binder_set_nice
    4 30.518          197.98669       binder_update_page_range
    4 0.000           197.98672       binder_insert_free_buffer
    4 0.000           197.98675       binder_pop_transaction
    2 0.000           197.98678       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 57403.56        197.91546       binder_ioctl
    1 0.000           197.91552       binder_get_thread
    1 244.141         197.91552       binder_thread_write
    2 30.518          197.91552       binder_transaction_buffer_release
    2 30.517          197.91555       binder_free_buf
    3 0.000           197.91555       binder_update_page_range
    3 0.000           197.91555       binder_delete_free_buffer
    3 0.000           197.91558       binder_insert_free_buffer
    2 122.071         197.91558       binder_transaction
    3 0.000           197.91561       binder_update_page_range
    3 0.000           197.91561       binder_insert_free_buffer
    3 0.000           197.91564       binder_inc_node
    1 57281.49        197.91577       binder_thread_read
    2 0.000           197.91580       binder_set_nice


   -1 surfaceflinger  reply           inaro.wallpaper
    0 122.071         197.91595       binder_ioctl
    1 0.000           197.91595       binder_get_thread
    1 122.071         197.91595       binder_thread_write
    2 61.035          197.91598       binder_transaction
    3 0.000           197.91598       binder_set_nice
    3 0.000           197.91598       binder_update_page_range
    3 0.000           197.91601       binder_insert_free_buffer
    3 0.000           197.91604       binder_pop_transaction
    1 0.000           197.91607       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 54779.05        197.93136       binder_ioctl
    1 0.000           197.93148       binder_get_thread
    1 152.588         197.93148       binder_thread_write
    2 152.588         197.93151       binder_transaction
    3 0.000           197.93151       binder_update_page_range
    3 30.518          197.93151       binder_insert_free_buffer
    3 0.000           197.93154       binder_inc_node
    1 54687.50        197.93164       binder_thread_read
    2 0.000           197.93167       binder_set_nice


   -1 surfaceflinger  reply           inaro.wallpaper
    0 122.071         197.93179       binder_ioctl
    1 0.000           197.93179       binder_get_thread
    1 122.071         197.93179       binder_thread_write
    2 61.035          197.93182       binder_transaction
    3 0.000           197.93182       binder_set_nice
    3 0.000           197.93182       binder_update_page_range
    3 0.000           197.93185       binder_insert_free_buffer
    3 0.000           197.93188       binder_pop_transaction
    1 0.000           197.93191       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 53070.06        197.94104       binder_ioctl
    1 61.035          197.94104       binder_get_thread
    1 213.623         197.94110       binder_thread_write
    2 0.000           197.94110       binder_transaction_buffer_release
    2 30.518          197.94113       binder_free_buf
    3 0.000           197.94113       binder_update_page_range
    3 0.000           197.94113       binder_delete_free_buffer
    3 0.000           197.94116       binder_insert_free_buffer
    2 152.588         197.94116       binder_transaction
    3 0.000           197.94119       binder_update_page_range
    3 0.000           197.94119       binder_insert_free_buffer
    3 30.518          197.94119       binder_inc_node
    1 52947.99        197.94131       binder_thread_read
    2 30.518          197.94134       binder_set_nice


   -1 surfaceflinger  reply           inaro.wallpaper
    0 152.588         197.94152       binder_ioctl
    1 0.000           197.94152       binder_get_thread
    1 61.035          197.94152       binder_thread_write
    2 61.035          197.94155       binder_transaction
    3 0.000           197.94155       binder_set_nice
    3 0.000           197.94155       binder_update_page_range
    3 0.000           197.94158       binder_insert_free_buffer
    3 0.000           197.94158       binder_pop_transaction
    1 0.000           197.94165       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 54138.18        197.95922       binder_ioctl
    1 0.000           197.95922       binder_get_thread
    1 91.552          197.95925       binder_thread_write
    2 91.552          197.95925       binder_transaction
    3 0.000           197.95925       binder_update_page_range
    3 0.000           197.95928       binder_insert_free_buffer
    3 0.000           197.95928       binder_inc_node
    1 54046.63        197.95941       binder_thread_read
    2 30.517          197.95944       binder_set_nice


   -1 surfaceflinger  reply           inaro.wallpaper
    0 244.141         197.95944       binder_ioctl
    1 122.070         197.95944       binder_get_thread
    1 91.553          197.95956       binder_thread_write
    2 91.553          197.95956       binder_transaction
    3 0.000           197.95956       binder_set_nice
    3 0.000           197.95959       binder_update_page_range
    3 0.000           197.95959       binder_insert_free_buffer
    3 61.035          197.95959       binder_pop_transaction
    1 30.518          197.95965       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 244.140         197.96954       binder_ioctl
    1 0.000           197.96954       binder_get_thread
    1 152.588         197.96960       binder_thread_write
    2 0.000           197.96960       binder_transaction_buffer_release
    2 61.035          197.96960       binder_free_buf
    3 30.517          197.96963       binder_update_page_range
    3 0.000           197.96963       binder_delete_free_buffer
    3 0.000           197.96963       binder_insert_free_buffer
    2 91.553          197.96966       binder_transaction
    3 0.000           197.96966       binder_update_page_range
    3 0.000           197.96969       binder_insert_free_buffer
    3 0.000           197.96969       binder_inc_node
    1 30.517          197.96975       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 54656.98        197.96984       binder_ioctl
    1 152.588         197.96997       binder_ioctl
    2 0.000           197.96997       binder_get_thread
    2 122.071         197.97000       binder_thread_write
    3 122.071         197.97000       binder_transaction
    4 0.000           197.97000       binder_set_nice
    4 0.000           197.97003       binder_update_page_range
    4 0.000           197.97003       binder_insert_free_buffer
    4 30.518          197.97009       binder_pop_transaction
    2 0.000           197.97012       binder_thread_read
    1 549.317         197.97018       binder_ioctl
    2 0.000           197.97018       binder_get_thread
    2 91.552          197.97018       binder_thread_write
    3 30.517          197.97018       binder_transaction_buffer_release
    4 0.000           197.97021       binder_dec_node
    3 61.035          197.97021       binder_free_buf
    4 0.000           197.97021       binder_update_page_range
    4 0.000           197.97024       binder_delete_free_buffer
    4 0.000           197.97024       binder_insert_free_buffer
    2 457.764         197.97027       binder_thread_read
    3 0.000           197.97027       binder_set_nice
    1 91.553          197.97048       binder_ioctl
    2 0.000           197.97048       binder_get_thread
    2 61.036          197.97048       binder_thread_write
    3 30.518          197.97048       binder_transaction_buffer_release
    3 30.518          197.97052       binder_free_buf
    4 0.000           197.97052       binder_update_page_range
    4 30.518          197.97052       binder_delete_free_buffer
    4 0.000           197.97055       binder_insert_free_buffer
    1 244.140         197.98635       binder_ioctl
    2 0.000           197.98635       binder_get_thread
    2 122.070         197.98635       binder_thread_write
    3 122.070         197.98638       binder_transaction
    4 0.000           197.98638       binder_update_page_range
    4 30.517          197.98638       binder_insert_free_buffer
    4 0.000           197.98641       binder_inc_node
    2 0.000           197.98648       binder_thread_read
    1 54534.91        197.98651       binder_ioctl
    2 0.000           197.98651       binder_get_thread
    2 305.176         197.98651       binder_thread_read
    2 30.517          197.98657       binder_set_nice


   -1 surfaceflinger  reply           inaro.wallpaper
    0 152.588         197.96997       binder_ioctl
    1 0.000           197.96997       binder_get_thread
    1 122.071         197.97000       binder_thread_write
    2 122.071         197.97000       binder_transaction
    3 0.000           197.97000       binder_set_nice
    3 0.000           197.97003       binder_update_page_range
    3 0.000           197.97003       binder_insert_free_buffer
    3 30.518          197.97009       binder_pop_transaction
    1 0.000           197.97012       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 244.140         197.98635       binder_ioctl
    1 0.000           197.98635       binder_get_thread
    1 122.070         197.98635       binder_thread_write
    2 122.070         197.98638       binder_transaction
    3 0.000           197.98638       binder_update_page_range
    3 30.517          197.98638       binder_insert_free_buffer
    3 0.000           197.98641       binder_inc_node
    1 0.000           197.98648       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 152.588         197.98666       binder_ioctl
    1 0.000           197.98666       binder_get_thread
    1 91.553          197.98669       binder_thread_write
    2 91.553          197.98669       binder_transaction
    3 0.000           197.98669       binder_set_nice
    3 30.518          197.98669       binder_update_page_range
    3 0.000           197.98672       binder_insert_free_buffer
    3 0.000           197.98675       binder_pop_transaction
    1 0.000           197.98678       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 335.693         197.98687       binder_ioctl
    1 0.000           197.98687       binder_get_thread
    1 61.035          197.98693       binder_thread_write
    2 0.000           197.98693       binder_transaction_buffer_release
    3 0.000           197.98693       binder_dec_node
    2 61.035          197.98696       binder_free_buf
    3 0.000           197.98696       binder_update_page_range
    3 0.000           197.98696       binder_delete_free_buffer
    3 30.517          197.98696       binder_insert_free_buffer
    1 55664.06        197.98699       binder_thread_read
    2 0.000           197.98699       binder_set_nice
    2 244.141         197.99691       binder_ioctl
    3 61.035          197.99691       binder_get_thread
    3 183.106         197.99697       binder_thread_write
    4 0.000           197.99697       binder_transaction_buffer_release
    4 61.035          197.99697       binder_free_buf
    5 0.000           197.99700       binder_update_page_range
    5 0.000           197.99700       binder_delete_free_buffer
    5 30.517          197.99700       binder_insert_free_buffer
    4 61.036          197.99703       binder_transaction
    5 30.518          197.99707       binder_update_page_range
    5 0.000           197.99707       binder_insert_free_buffer
    5 0.000           197.99707       binder_inc_node
    3 0.000           197.99716       binder_thread_read
    2 55511.47        197.99719       binder_ioctl
    3 0.000           197.99719       binder_get_thread
    3 427.246         197.99719       binder_thread_read
    3 0.000           197.99728       binder_set_nice
    1 427.246         197.99740       binder_ioctl
    2 0.000           197.99746       binder_get_thread
    2 122.070         197.99746       binder_thread_write
    3 61.035          197.99746       binder_transaction
    4 30.517          197.99746       binder_set_nice
    4 0.000           197.99749       binder_update_page_range
    4 30.518          197.99749       binder_insert_free_buffer
    4 0.000           197.99752       binder_pop_transaction
    2 0.000           197.99758       binder_thread_read
    1                 197.99761       binder_ioctl
    1 0.000           197.99765       binder_get_thread
    1 61.035          197.99765       binder_thread_write
    2 30.518          197.99765       binder_transaction_buffer_release
    3 0.000           197.99765       binder_dec_node
    2 30.517          197.99768       binder_free_buf
    3 0.000           197.99768       binder_update_page_range
    3 0.000           197.99768       binder_delete_free_buffer
    3 0.000           197.99771       binder_insert_free_buffer
    1 49407.95        197.99771       binder_thread_read
    2 0.000           197.99774       binder_set_nice
    2 91.552          197.99774       binder_ioctl
    3 0.000           197.99777       binder_get_thread
    3 61.035          197.99777       binder_thread_write
    4 0.000           197.99777       binder_transaction_buffer_release
    4 30.517          197.99780       binder_free_buf
    5 0.000           197.99780       binder_update_page_range
    5 0.000           197.99780       binder_delete_free_buffer
    5 30.517          197.99783       binder_insert_free_buffer
    2 152.587         198.00881       binder_ioctl
    3 0.000           198.00881       binder_get_thread
    3 122.070         198.00885       binder_thread_write
    4 61.035          198.00885       binder_transaction
    5 0.000           198.00888       binder_update_page_range
    5 0.000           198.00888       binder_insert_free_buffer
    5 30.517          198.00888       binder_inc_node
    3 0.000           198.00897       binder_thread_read
    2 49255.37        198.00900       binder_ioctl
    3 0.000           198.00900       binder_get_thread
    3 335.693         198.00900       binder_thread_read
    3 0.000           198.00906       binder_set_nice
    1 335.693         198.00918       binder_ioctl
    2 0.000           198.00918       binder_get_thread
    2 122.070         198.00918       binder_thread_write
    3 122.070         198.00918       binder_transaction
    4 0.000           198.00921       binder_set_nice
    4 0.000           198.00921       binder_update_page_range
    4 30.518          198.00921       binder_insert_free_buffer
    4 0.000           198.00924       binder_pop_transaction
    2 0.000           198.00930       binder_thread_read
    1                 198.00933       binder_ioctl
    1 0.000           198.00936       binder_get_thread
    1 61.035          198.00936       binder_thread_write
    2 30.518          198.00936       binder_transaction_buffer_release
    3 0.000           198.00936       binder_dec_node
    2 30.517          198.00939       binder_free_buf
    3 0.000           198.00939       binder_update_page_range
    3 30.517          198.00939       binder_delete_free_buffer
    3 0.000           198.00942       binder_insert_free_buffer
    1 51788.33        198.00942       binder_thread_read
    2 0.000           198.00946       binder_set_nice
    2 49560.54        198.01681       binder_ioctl
    3 2655.029        198.01681       binder_get_thread
    3 213.623         198.01947       binder_thread_write
    4 0.000           198.01947       binder_transaction_buffer_release
    4 30.518          198.01950       binder_free_buf
