   -1 inaro.wallpaper call            surfaceflinger
    3 0.000           196.55496       binder_delete_free_buffer
    3 0.000           196.55496       binder_insert_free_buffer
    1 30975.34        196.55496       binder_thread_read
    2 0.000           196.55496       binder_set_nice
    2 91.552          196.55938       binder_ioctl
    3 0.000           196.55938       binder_get_thread
    3 91.552          196.55938       binder_thread_write
    4 0.000           196.55938       binder_transaction_buffer_release
    4 0.000           196.55941       binder_free_buf
    5 0.000           196.55941       binder_update_page_range
    5 0.000           196.55941       binder_delete_free_buffer
    5 0.000           196.55941       binder_insert_free_buffer
    4 61.035          196.55941       binder_transaction
    5 30.518          196.55941       binder_update_page_range
    5 0.000           196.55944       binder_insert_free_buffer
    5 0.000           196.55944       binder_inc_node
    3 0.000           196.55947       binder_thread_read
    2 30944.82        196.55947       binder_ioctl
    3 0.000           196.55947       binder_get_thread
    3 4333.496        196.55950       binder_thread_read
    3 0.000           196.55953       binder_set_nice
    1 61.035          196.55963       binder_ioctl
    2 0.000           196.55963       binder_get_thread
    2 61.035          196.55963       binder_thread_write
    3 61.035          196.55963       binder_transaction
    4 0.000           196.55963       binder_set_nice
    4 0.000           196.55966       binder_update_page_range
    4 0.000           196.55966       binder_insert_free_buffer
    4 0.000           196.55966       binder_pop_transaction
    2 0.000           196.55969       binder_thread_read
    1 34942.62        196.55969       binder_ioctl
    2 0.000           196.55972       binder_get_thread
    2 0.000           196.55972       binder_thread_write
    3 0.000           196.55972       binder_transaction_buffer_release
    4 0.000           196.55972       binder_dec_node
    3 0.000           196.55972       binder_free_buf
    4 0.000           196.55972       binder_update_page_range
    4 0.000           196.55972       binder_delete_free_buffer
    4 0.000           196.55972       binder_insert_free_buffer
    2 4394.532        196.55972       binder_thread_read
    3 0.000           196.55975       binder_set_nice
    2 30.518          196.56396       binder_ioctl
    3 0.000           196.56396       binder_get_thread
    3 30.518          196.56396       binder_thread_write
    4 0.000           196.56396       binder_transaction_buffer_release
    4 30.518          196.56396       binder_free_buf
    5 0.000           196.56396       binder_update_page_range
    5 0.000           196.56399       binder_delete_free_buffer
    5 0.000           196.56399       binder_insert_free_buffer
    2 122.071         196.57443       binder_ioctl
    3 0.000           196.57443       binder_get_thread
    3 61.035          196.57443       binder_thread_write
    4 61.035          196.57443       binder_transaction
    5 0.000           196.57443       binder_update_page_range
    5 30.517          196.57443       binder_insert_free_buffer
    5 0.000           196.57446       binder_inc_node
    3 0.000           196.57449       binder_thread_read
    2 34912.10        196.57449       binder_ioctl
    3 0.000           196.57449       binder_get_thread
    3 0.000           196.57452       binder_set_nice
    1 152.588         196.57452       binder_thread_read
    1 61.036          196.57458       binder_ioctl
    2 0.000           196.57458       binder_get_thread
    2 61.036          196.57458       binder_thread_write
    3 61.036          196.57458       binder_transaction
    4 0.000           196.57458       binder_set_nice
    4 0.000           196.57461       binder_update_page_range
    4 0.000           196.57461       binder_insert_free_buffer
    4 0.000           196.57461       binder_pop_transaction
    2 0.000           196.57464       binder_thread_read
    1 30.517          196.57464       binder_ioctl
    2 152.588         196.57464       binder_get_thread
    2                 196.57464       binder_thread_write
    2 0.000           196.57467       binder_transaction_buffer_release
    3 0.000           196.57467       binder_dec_node
    2 0.000           196.57467       binder_free_buf
    3 0.000           196.57467       binder_update_page_range
    3 0.000           196.57467       binder_delete_free_buffer
    3 0.000           196.57467       binder_insert_free_buffer
    1 35034.18        196.57467       binder_thread_read
    2 0.000           196.57467       binder_set_nice
    2 35095.21        196.57928       binder_ioctl
    3 0.000           196.57928       binder_get_thread
    3 122.071         196.57928       binder_thread_write
    4 0.000           196.57928       binder_transaction_buffer_release
    4 30.518          196.57931       binder_free_buf
    5 0.000           196.57931       binder_update_page_range
    5 0.000           196.57931       binder_delete_free_buffer
    5 0.000           196.57931       binder_insert_free_buffer
    4 61.035          196.57931       binder_transaction
    5 0.000           196.57931       binder_update_page_range
    5 30.518          196.57934       binder_insert_free_buffer
    5 0.000           196.57934       binder_inc_node
    3 35034.18        196.57940       binder_thread_read
    4 0.000           196.57940       binder_set_nice
    2 30.517          196.57949       binder_ioctl
    3 0.000           196.57949       binder_get_thread
    3 30.517          196.57949       binder_thread_write
    4 30.517          196.57949       binder_transaction
    5 0.000           196.57949       binder_set_nice
    5 0.000           196.57949       binder_update_page_range
    5 0.000           196.57949       binder_insert_free_buffer
    5 0.000           196.57952       binder_pop_transaction
    3 0.000           196.57952       binder_thread_read
    2 335.694         196.57955       binder_ioctl
    3 0.000           196.57955       binder_get_thread
    3 30.517          196.57955       binder_thread_write
    4 0.000           196.57955       binder_transaction_buffer_release
    5 0.000           196.57955       binder_dec_node
    4 30.517          196.57955       binder_free_buf
    5 30.517          196.57955       binder_update_page_range
    5 0.000           196.57958       binder_delete_free_buffer
    5 0.000           196.57958       binder_insert_free_buffer
    3 213.623         196.57958       binder_thread_read
    4 0.000           196.57958       binder_set_nice
    2 122.070         196.57971       binder_ioctl
    3 0.000           196.57971       binder_get_thread
